id,personalDetails,rugbyProfile,physicalAttributes,testResults,skills,gameStats,contributionsData,cohesionMetrics,contractInfo,characterProfile,physicalPerformance,injuries,reports,activities,videoAnalysis,status,aiRating,createdAt,updatedAt
josh_goodhue,"{""email"":""josh.goodhue@northharbour.co.nz"",""phone"":""+64 21 4567890"",""address"":""North Harbour, Auckland"",""lastName"":""Goodhue"",""firstName"":""Josh"",""dateOfBirth"":""1995-04-25"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 4567891"",""relationship"":""Family""}}","{""yearsInTeam"":5,""jerseyNumber"":21,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Northland""],""primaryPosition"":""Lock"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":198,""weight"":110,""bodyFat"":12,""muscleMass"":97}]","[{""date"":""2024-06-01"",""squat"":175,""beepTest"":13,""sprint40m"":5.3,""benchPress"":135,""verticalJump"":63}]","{""defense"":8,""kicking"":5,""passing"":6,""rucking"":8,""scrummaging"":8,""ballHandling"":7,""communication"":7,""lineoutThrowing"":8}","[{""tries"":1,""season"":""2024"",""tackles"":45,""penalties"":3,""turnovers"":3,""matchesPlayed"":13}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:14.149Z""","""2025-06-19T08:56:14.149Z"""
adrian_choat,"{""email"":""adrian.choat@northharbour.co.nz"",""phone"":""+64 21 5678901"",""address"":""North Harbour, Auckland"",""lastName"":""Choat"",""firstName"":""Adrian"",""dateOfBirth"":""1996-11-18"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 5678902"",""relationship"":""Family""}}","{""yearsInTeam"":3,""jerseyNumber"":23,""playingLevel"":""Professional"",""previousClubs"":[""Chiefs"",""Taranaki""],""primaryPosition"":""Flanker"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":186,""weight"":98,""bodyFat"":9,""muscleMass"":89}]","[{""date"":""2024-06-01"",""squat"":162,""beepTest"":15,""sprint40m"":4.9,""benchPress"":122,""verticalJump"":64}]","{""defense"":9,""kicking"":6,""passing"":7,""rucking"":9,""scrummaging"":7,""ballHandling"":8,""communication"":8,""lineoutThrowing"":6}","[{""tries"":4,""season"":""2024"",""tackles"":58,""penalties"":2,""turnovers"":7,""matchesPlayed"":16}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:14.149Z""","""2025-06-19T08:56:14.149Z"""
bryce_heem,"{""email"":""bryce.heem@northharbour.co.nz"",""phone"":""+64 21 6789012"",""address"":""North Harbour, Auckland"",""lastName"":""Heem"",""firstName"":""Bryce"",""dateOfBirth"":""1989-09-23"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 6789013"",""relationship"":""Family""}}","{""yearsInTeam"":6,""jerseyNumber"":13,""playingLevel"":""Professional"",""previousClubs"":[""Chiefs"",""Worcester Warriors""],""primaryPosition"":""Centre"",""secondaryPositions"":[""Wing""]}","[{""date"":""2024-06-01"",""height"":184,""weight"":90,""bodyFat"":8,""muscleMass"":82}]","[{""date"":""2024-06-01"",""squat"":145,""beepTest"":15,""sprint40m"":4.6,""benchPress"":105,""verticalJump"":68}]","{""defense"":8,""kicking"":7,""passing"":8,""rucking"":7,""scrummaging"":6,""ballHandling"":9,""communication"":8,""lineoutThrowing"":5}","[{""tries"":6,""season"":""2024"",""tackles"":42,""penalties"":2,""turnovers"":3,""matchesPlayed"":14}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:14.149Z""","""2025-06-19T08:56:14.149Z"""
aj_lam,"{""email"":""aj.lam@northharbour.co.nz"",""phone"":""+64 21 7890123"",""address"":""North Harbour, Auckland"",""lastName"":""Lam"",""firstName"":""AJ"",""dateOfBirth"":""1998-01-14"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 7890124"",""relationship"":""Family""}}","{""yearsInTeam"":2,""jerseyNumber"":24,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Centre"",""secondaryPositions"":[""Wing""]}","[{""date"":""2024-06-01"",""height"":180,""weight"":88,""bodyFat"":8,""muscleMass"":80}]","[{""date"":""2024-06-01"",""squat"":140,""beepTest"":16,""sprint40m"":4.5,""benchPress"":100,""verticalJump"":66}]","{""defense"":8,""kicking"":6,""passing"":9,""rucking"":7,""scrummaging"":6,""ballHandling"":9,""communication"":8,""lineoutThrowing"":5}","[{""tries"":5,""season"":""2024"",""tackles"":35,""penalties"":1,""turnovers"":2,""matchesPlayed"":11}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:14.149Z""","""2025-06-19T08:56:14.149Z"""
tanielu_tele_a,"{""email"":""tanielu.telea@northharbour.co.nz"",""phone"":""+64 21 8901234"",""address"":""North Harbour, Auckland"",""lastName"":""Tele a"",""firstName"":""Tanielu"",""dateOfBirth"":""1996-05-30"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 8901235"",""relationship"":""Family""}}","{""yearsInTeam"":3,""jerseyNumber"":25,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Scrum-half"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":178,""weight"":80,""bodyFat"":7,""muscleMass"":74}]","[{""date"":""2024-06-01"",""squat"":128,""beepTest"":17,""sprint40m"":4.3,""benchPress"":88,""verticalJump"":60}]","{""defense"":7,""kicking"":7,""passing"":9,""rucking"":7,""scrummaging"":6,""ballHandling"":9,""communication"":9,""lineoutThrowing"":5}","[{""tries"":3,""season"":""2024"",""tackles"":28,""penalties"":1,""turnovers"":3,""matchesPlayed"":10}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:14.149Z""","""2025-06-19T08:56:14.149Z"""
zarn_sullivan,"{""email"":""zarn.sullivan@northharbour.co.nz"",""phone"":""+64 21 9012345"",""address"":""North Harbour, Auckland"",""lastName"":""Sullivan"",""firstName"":""Zarn"",""dateOfBirth"":""2001-08-19"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 9012346"",""relationship"":""Family""}}","{""yearsInTeam"":1,""jerseyNumber"":26,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Fullback"",""secondaryPositions"":[""Wing""]}","[{""date"":""2024-06-01"",""height"":181,""weight"":85,""bodyFat"":7,""muscleMass"":78}]","[{""date"":""2024-06-01"",""squat"":132,""beepTest"":18,""sprint40m"":4.4,""benchPress"":92,""verticalJump"":69}]","{""defense"":7,""kicking"":8,""passing"":8,""rucking"":6,""scrummaging"":5,""ballHandling"":9,""communication"":7,""lineoutThrowing"":5}","[{""tries"":3,""season"":""2024"",""tackles"":22,""penalties"":0,""turnovers"":2,""matchesPlayed"":8}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:14.149Z""","""2025-06-19T08:56:14.149Z"""
blake_gibson,"{""email"":""blake.gibson@northharbour.co.nz"",""phone"":""+64 21 1234567"",""address"":""North Harbour, Auckland"",""lastName"":""Gibson"",""firstName"":""Blake"",""dateOfBirth"":""1995-02-11"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 1234568"",""relationship"":""Family""}}","{""yearsInTeam"":6,""jerseyNumber"":27,""playingLevel"":""International"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Flanker"",""secondaryPositions"":[""Number 8""]}","[{""date"":""2024-06-01"",""height"":189,""weight"":102,""bodyFat"":9,""muscleMass"":93}]","[{""date"":""2024-06-01"",""squat"":168,""beepTest"":15,""sprint40m"":4.8,""benchPress"":128,""verticalJump"":67}]","{""defense"":9,""kicking"":6,""passing"":8,""rucking"":9,""scrummaging"":7,""ballHandling"":8,""communication"":8,""lineoutThrowing"":6}","[{""tries"":5,""season"":""2024"",""tackles"":65,""penalties"":3,""turnovers"":6,""matchesPlayed"":17}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:14.149Z""","""2025-06-19T08:56:14.149Z"""
cameron_suafoa,"{""email"":""cameron.suafoa@northharbour.co.nz"",""phone"":""+64 21 2345678"",""address"":""North Harbour, Auckland"",""lastName"":""Suafoa"",""firstName"":""Cameron"",""dateOfBirth"":""1999-03-07"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 2345679"",""relationship"":""Family""}}","{""yearsInTeam"":2,""jerseyNumber"":28,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Flanker"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":187,""weight"":96,""bodyFat"":8,""muscleMass"":88}]","[{""date"":""2024-06-01"",""squat"":160,""beepTest"":15,""sprint40m"":4.9,""benchPress"":120,""verticalJump"":63}]","{""defense"":8,""kicking"":5,""passing"":7,""rucking"":8,""scrummaging"":7,""ballHandling"":8,""communication"":7,""lineoutThrowing"":6}","[{""tries"":3,""season"":""2024"",""tackles"":48,""penalties"":2,""turnovers"":5,""matchesPlayed"":12}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:47.947Z""","""2025-06-19T08:56:47.947Z"""
jarred_adams,"{""email"":""jarred.adams@northharbour.co.nz"",""phone"":""+64 21 3456789"",""address"":""North Harbour, Auckland"",""lastName"":""Adams"",""firstName"":""Jarred"",""dateOfBirth"":""1998-07-12"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 3456790"",""relationship"":""Family""}}","{""yearsInTeam"":3,""jerseyNumber"":29,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""North Harbour""],""primaryPosition"":""Lock"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":201,""weight"":112,""bodyFat"":11,""muscleMass"":99}]","[{""date"":""2024-06-01"",""squat"":178,""beepTest"":12,""sprint40m"":5.4,""benchPress"":138,""verticalJump"":61}]","{""defense"":7,""kicking"":5,""passing"":6,""rucking"":8,""scrummaging"":8,""ballHandling"":7,""communication"":7,""lineoutThrowing"":8}","[{""tries"":1,""season"":""2024"",""tackles"":41,""penalties"":4,""turnovers"":2,""matchesPlayed"":11}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:47.947Z""","""2025-06-19T08:56:47.947Z"""
marcel_renata,"{""email"":""marcel.renata@northharbour.co.nz"",""phone"":""+64 21 4567890"",""address"":""North Harbour, Auckland"",""lastName"":""Renata"",""firstName"":""Marcel"",""dateOfBirth"":""1997-10-28"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 4567891"",""relationship"":""Family""}}","{""yearsInTeam"":2,""jerseyNumber"":30,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Wing"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":182,""weight"":89,""bodyFat"":7,""muscleMass"":82}]","[{""date"":""2024-06-01"",""squat"":142,""beepTest"":16,""sprint40m"":4.4,""benchPress"":102,""verticalJump"":71}]","{""defense"":8,""kicking"":6,""passing"":8,""rucking"":7,""scrummaging"":6,""ballHandling"":9,""communication"":7,""lineoutThrowing"":5}","[{""tries"":7,""season"":""2024"",""tackles"":33,""penalties"":1,""turnovers"":3,""matchesPlayed"":13}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:47.947Z""","""2025-06-19T08:56:47.947Z"""
rayasi_rayasi,"{""email"":""rayasi.rayasi@northharbour.co.nz"",""phone"":""+64 21 5678901"",""address"":""North Harbour, Auckland"",""lastName"":""Rayasi"",""firstName"":""Rayasi"",""dateOfBirth"":""1999-12-03"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 5678902"",""relationship"":""Family""}}","{""yearsInTeam"":1,""jerseyNumber"":31,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Wing"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":179,""weight"":86,""bodyFat"":6,""muscleMass"":80}]","[{""date"":""2024-06-01"",""squat"":136,""beepTest"":17,""sprint40m"":4.3,""benchPress"":96,""verticalJump"":74}]","{""defense"":7,""kicking"":6,""passing"":8,""rucking"":7,""scrummaging"":5,""ballHandling"":9,""communication"":7,""lineoutThrowing"":5}","[{""tries"":4,""season"":""2024"",""tackles"":25,""penalties"":0,""turnovers"":2,""matchesPlayed"":9}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:47.947Z""","""2025-06-19T08:56:47.947Z"""
aisea_halo,"{""email"":""aisea.halo@northharbour.co.nz"",""phone"":""+64 21 6789012"",""address"":""North Harbour, Auckland"",""lastName"":""Halo"",""firstName"":""Aisea"",""dateOfBirth"":""1996-04-15"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 6789013"",""relationship"":""Family""}}","{""yearsInTeam"":4,""jerseyNumber"":32,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Prop"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":183,""weight"":116,""bodyFat"":13,""muscleMass"":101}]","[{""date"":""2024-06-01"",""squat"":182,""beepTest"":11,""sprint40m"":5.5,""benchPress"":142,""verticalJump"":52}]","{""defense"":8,""kicking"":4,""passing"":6,""rucking"":8,""scrummaging"":9,""ballHandling"":6,""communication"":6,""lineoutThrowing"":5}","[{""tries"":0,""season"":""2024"",""tackles"":36,""penalties"":5,""turnovers"":1,""matchesPlayed"":12}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:47.947Z""","""2025-06-19T08:56:47.947Z"""
lotu_inisi,"{""email"":""lotu.inisi@northharbour.co.nz"",""phone"":""+64 21 7890123"",""address"":""North Harbour, Auckland"",""lastName"":""Inisi"",""firstName"":""Lotu"",""dateOfBirth"":""1999-03-22"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 7890124"",""relationship"":""Family""}}","{""yearsInTeam"":1,""jerseyNumber"":33,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Centre"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":185,""weight"":91,""bodyFat"":8,""muscleMass"":83}]","[{""date"":""2024-06-01"",""squat"":148,""beepTest"":15,""sprint40m"":4.7,""benchPress"":108,""verticalJump"":65}]","{""defense"":7,""kicking"":6,""passing"":8,""rucking"":7,""scrummaging"":6,""ballHandling"":8,""communication"":7,""lineoutThrowing"":5}","[{""tries"":5,""season"":""2024"",""tackles"":41,""penalties"":2,""turnovers"":3,""matchesPlayed"":9}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:56:47.947Z""","""2025-06-19T08:56:47.947Z"""
ethan_blackadder,"{""email"":""ethan.blackadder@northharbour.co.nz"",""phone"":""+64 21 8901234"",""address"":""North Harbour, Auckland"",""lastName"":""Blackadder"",""firstName"":""Ethan"",""dateOfBirth"":""1995-08-09"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 8901235"",""relationship"":""Family""}}","{""yearsInTeam"":2,""jerseyNumber"":34,""playingLevel"":""International"",""previousClubs"":[""Crusaders"",""Canterbury""],""primaryPosition"":""Flanker"",""secondaryPositions"":[""Number 8""]}","[{""date"":""2024-06-01"",""height"":191,""weight"":104,""bodyFat"":9,""muscleMass"":95}]","[{""date"":""2024-06-01"",""squat"":170,""beepTest"":15,""sprint40m"":4.8,""benchPress"":130,""verticalJump"":66}]","{""defense"":9,""kicking"":6,""passing"":7,""rucking"":9,""scrummaging"":8,""ballHandling"":8,""communication"":8,""lineoutThrowing"":6}","[{""tries"":4,""season"":""2024"",""tackles"":68,""penalties"":3,""turnovers"":7,""matchesPlayed"":18}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:57:27.644Z""","""2025-06-19T08:57:27.644Z"""
sam_nock,"{""email"":""sam.nock@northharbour.co.nz"",""phone"":""+64 21 9012345"",""address"":""North Harbour, Auckland"",""lastName"":""Nock"",""firstName"":""Sam"",""dateOfBirth"":""1997-11-25"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 9012346"",""relationship"":""Family""}}","{""yearsInTeam"":3,""jerseyNumber"":35,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Scrum-half"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":177,""weight"":79,""bodyFat"":7,""muscleMass"":73}]","[{""date"":""2024-06-01"",""squat"":126,""beepTest"":17,""sprint40m"":4.3,""benchPress"":86,""verticalJump"":61}]","{""defense"":7,""kicking"":7,""passing"":9,""rucking"":7,""scrummaging"":6,""ballHandling"":9,""communication"":9,""lineoutThrowing"":5}","[{""tries"":3,""season"":""2024"",""tackles"":30,""penalties"":1,""turnovers"":2,""matchesPlayed"":14}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:57:27.644Z""","""2025-06-19T08:57:27.644Z"""
harry_plummer,"{""email"":""harry.plummer@northharbour.co.nz"",""phone"":""+64 21 1234567"",""address"":""North Harbour, Auckland"",""lastName"":""Plummer"",""firstName"":""Harry"",""dateOfBirth"":""1999-05-17"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 1234568"",""relationship"":""Family""}}","{""yearsInTeam"":2,""jerseyNumber"":36,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Fly-half"",""secondaryPositions"":[""Centre""]}","[{""date"":""2024-06-01"",""height"":182,""weight"":83,""bodyFat"":7,""muscleMass"":76}]","[{""date"":""2024-06-01"",""squat"":134,""beepTest"":16,""sprint40m"":4.6,""benchPress"":94,""verticalJump"":64}]","{""defense"":7,""kicking"":9,""passing"":9,""rucking"":6,""scrummaging"":5,""ballHandling"":9,""communication"":9,""lineoutThrowing"":5}","[{""tries"":4,""season"":""2024"",""tackles"":26,""penalties"":1,""turnovers"":1,""matchesPlayed"":11}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:57:27.644Z""","""2025-06-19T08:57:27.644Z"""
connor_garden_bachop,"{""email"":""connor.garden-bachop@northharbour.co.nz"",""phone"":""+64 21 2345678"",""address"":""North Harbour, Auckland"",""lastName"":""Garden-Bachop"",""firstName"":""Connor"",""dateOfBirth"":""1998-09-08"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 2345679"",""relationship"":""Family""}}","{""yearsInTeam"":1,""jerseyNumber"":37,""playingLevel"":""Professional"",""previousClubs"":[""Highlanders"",""Wellington""],""primaryPosition"":""Centre"",""secondaryPositions"":[""Wing""]}","[{""date"":""2024-06-01"",""height"":183,""weight"":89,""bodyFat"":8,""muscleMass"":81}]","[{""date"":""2024-06-01"",""squat"":143,""beepTest"":15,""sprint40m"":4.5,""benchPress"":103,""verticalJump"":67}]","{""defense"":8,""kicking"":7,""passing"":8,""rucking"":7,""scrummaging"":6,""ballHandling"":9,""communication"":8,""lineoutThrowing"":5}","[{""tries"":6,""season"":""2024"",""tackles"":38,""penalties"":1,""turnovers"":2,""matchesPlayed"":12}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:57:27.644Z""","""2025-06-19T08:57:27.644Z"""
james_parsons,"{""email"":""james.parsons@northharbour.co.nz"",""phone"":""+64 21 3456789"",""address"":""North Harbour, Auckland"",""lastName"":""Parsons"",""firstName"":""James"",""dateOfBirth"":""1987-06-13"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 3456790"",""relationship"":""Family""}}","{""yearsInTeam"":10,""jerseyNumber"":38,""playingLevel"":""International"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Hooker"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":186,""weight"":100,""bodyFat"":12,""muscleMass"":88}]","[{""date"":""2024-06-01"",""squat"":165,""beepTest"":13,""sprint40m"":5.3,""benchPress"":125,""verticalJump"":55}]","{""defense"":8,""kicking"":6,""passing"":7,""rucking"":8,""scrummaging"":8,""ballHandling"":8,""communication"":10,""lineoutThrowing"":9}","[{""tries"":2,""season"":""2024"",""tackles"":42,""penalties"":3,""turnovers"":3,""matchesPlayed"":15}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:57:27.644Z""","""2025-06-19T08:57:27.644Z"""
luke_romano,"{""email"":""luke.romano@northharbour.co.nz"",""phone"":""+64 21 4567890"",""address"":""North Harbour, Auckland"",""lastName"":""Romano"",""firstName"":""Luke"",""dateOfBirth"":""1991-12-01"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 4567891"",""relationship"":""Family""}}","{""yearsInTeam"":1,""jerseyNumber"":39,""playingLevel"":""International"",""previousClubs"":[""Crusaders"",""Racing 92""],""primaryPosition"":""Lock"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":205,""weight"":114,""bodyFat"":11,""muscleMass"":101}]","[{""date"":""2024-06-01"",""squat"":180,""beepTest"":12,""sprint40m"":5.5,""benchPress"":140,""verticalJump"":69}]","{""defense"":8,""kicking"":5,""passing"":6,""rucking"":8,""scrummaging"":9,""ballHandling"":7,""communication"":8,""lineoutThrowing"":9}","[{""tries"":1,""season"":""2024"",""tackles"":46,""penalties"":4,""turnovers"":2,""matchesPlayed"":10}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:57:27.644Z""","""2025-06-19T08:57:27.644Z"""
rico_simpson,"{""email"":""rico.simpson@northharbour.co.nz"",""phone"":""+64 21 5678901"",""address"":""North Harbour, Auckland"",""lastName"":""Simpson"",""firstName"":""Rico"",""dateOfBirth"":""2000-01-29"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 5678902"",""relationship"":""Family""}}","{""yearsInTeam"":1,""jerseyNumber"":40,""playingLevel"":""Development"",""previousClubs"":[""North Harbour Academy""],""primaryPosition"":""Wing"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":180,""weight"":85,""bodyFat"":6,""muscleMass"":79}]","[{""date"":""2024-06-01"",""squat"":130,""beepTest"":18,""sprint40m"":4.2,""benchPress"":90,""verticalJump"":72}]","{""defense"":7,""kicking"":6,""passing"":7,""rucking"":6,""scrummaging"":5,""ballHandling"":8,""communication"":7,""lineoutThrowing"":5}","[{""tries"":2,""season"":""2024"",""tackles"":18,""penalties"":0,""turnovers"":1,""matchesPlayed"":5}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:57:27.644Z""","""2025-06-19T08:57:27.644Z"""
